"entity","device","service_product","count"
"VDC","VDC33357","AIS","2"
"VDC","VDC33356","TRUEPROSERM","2"
"VDC","VDC33356","TRUEPOSTPAID","2"
"VDC","VDC33356","TRUE","2"
"VDC","VDC33356","TMNTOPUP","2"
"VDC","VDC33356","TMNEPIN","2"
"VDC","VDC33356","SCBDEPOSIT","2"
"VDC","VDC33356","PEA","2"
"VDC","VDC33356","MYCAT","2"
"VDC","VDC33356","KTBDEPOSIT","2"
"VDC","VDC33356","GSBDEPOSITONLINE","2"
"VDC","VDC33356","GSBDEPOSIT","2"
"VDC","VDC33356","DTAC","2"
"VDC","VDC33356","AISPROSERM","2"
"VDC","VDC33356","AIS","2"
"VDC","VDC33340","TRUE","2"
"VDC","VDC33340","TMNTOPUP","2"
"VDC","VDC33340","MYCAT","2"
"VDC","VDC33340","DTACPROSERM","2"
"VDC","VDC33340","DTAC","2"
"VDC","VDC33340","AISPROSERM","2"
"VDC","VDC33340","AIS","2"
"VDC","VDC51819","DTAC","2"
"VDC","VDC51819","BAACDEPOSIT","2"
"VDC","VDC51819","AIS","2"
"VDP","VFE161","โค้ก-สลิม","2"
"VDC","VDC56093","KTBDEPOSIT","2"
"VDC","VDC56093","KBANKDEPOSIT","2"
"VDC","VDC56093","DTAC","2"
"VDC","VDC56093","AIS","2"
"VDC","VDC64826","KBANKDEPOSIT","2"
"VDC","VDC8604","AIRPAYWALLET","2"
"VDC","VDC8604","AIS","2"
"VDC","VDC8604","AISPROSERM","2"
"VDP","VFE161","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC8604","APLAY","2"
"VDC","VDC8604","BAACDEPOSIT","2"
"VDC","VDC8604","DTAC","2"
"VDC","VDC8604","DTACPOSTPAIDONLINE","2"
"VDC","VDC8604","DTACPROSERM","2"
"VDC","VDC8604","GSBDEPOSIT","2"
"VDC","VDC8604","KBANKDEPOSIT","2"
"VDC","VDC8604","KTBDEPOSIT","2"
"VDC","VDC45687","AIRPAYWALLET","2"
"VDP","VFE1610","UFC- เฉาก๊วย","2"
"VDP","VFE1610","เครื่องดื่มกัญชง ตรา คามูซี","2"
"VDP","VFE1610","โค้ก-ซีโร่ 245ml. (1x12)","2"
"VDP","VFE1610","ชเวปส์","2"
"VDP","VFE1610","ซีวิท-เลมอน","2"
"VDP","VFE1610","ซีวิท-ออเร้นจ์","2"
"VDC","VDC8604","MYCAT","2"
"VDP","VFE1610","เนสกาแฟ ลาเต้","2"
"VDP","VFE1610","บิ๊กกรีนที","2"
"VDP","VFE1610","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE1610","บิ๊กโคล่า-น้ำดำ","2"
"VDP","VFE1610","เบอร์ดี้โรบัสต้า 180 มล.","2"
"VDP","VFE1610","แฟนต้า แดง 245 มล.","2"
"VDP","VFE1610","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE1610","เอ็ม-150","2"
"VDP","VFE1610","เอส-โคล่า","2"
"VDP","VFE1610","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE1610","เอส เพลย์ ครีมโซดา","2"
"VDC","VDC33274","TRUE","2"
"VDC","VDC33274","TMNTOPUP","2"
"VDC","VDC33274","MYCAT","2"
"VDC","VDC33274","DTACPROSERM","2"
"VDC","VDC33274","DTAC","2"
"VDC","VDC33274","AISPROSERM","2"
"VDC","VDC33274","AISBILL","2"
"VDC","VDC33274","AIS","2"
"VDP","VFE1610","เอส เพลย์ สตรอเบอร์รี่ 250 มล. (กระป๋อง)","2"
"VDC","VDC8604","SCBDEPOSIT","2"
"VDC","VDC8604","TMNEPIN","2"
"VDC","VDC8604","TMNTOPUP","2"
"VDC","VDC8604","TRUE","2"
"VDC","VDC8604","TRUEPROSERM","2"
"VDC","VDC64826","SCBDEPOSIT","2"
"VDC","VDC64826","TMNTOPUP","2"
"VDC","VDC64826","TRUE","2"
"VDP","VFE1615","คาราบาวแดง","2"
"VDP","VFE1615","โค้ก-สลิม","2"
"VDC","VDC56061","TRUE","2"
"VDC","VDC32893","TRUE","2"
"VDC","VDC32893","TMNTOPUP","2"
"VDC","VDC32893","SCBDEPOSIT","2"
"VDC","VDC32893","PEA","2"
"VDC","VDC32893","KTBDEPOSIT","2"
"VDC","VDC32893","KBANKDEPOSIT","2"
"VDC","VDC32893","GSBDEPOSIT","2"
"VDC","VDC32893","DTACPROSERM","2"
"VDC","VDC32893","DTAC","2"
"VDC","VDC32893","AIS","2"
"VDC","VDC32893","AIRPAYWALLET","2"
"VDC","VDC328","TRUE","2"
"VDC","VDC328","TMNTOPUP","2"
"VDC","VDC328","MYCAT","2"
"VDC","VDC328","KTBDEPOSIT","2"
"VDC","VDC328","KBANKDEPOSIT","2"
"VDC","VDC328","DTACPROSERM","2"
"VDC","VDC328","DTAC","2"
"VDC","VDC328","AISPROSERM","2"
"VDC","VDC328","AIS","2"
"VDC","VDC328","AIRPAYWALLET","2"
"VDC","VDC56061","TMNTOPUP","2"
"VDC","VDC56061","TMNEPIN","2"
"VDC","VDC56061","SCBDEPOSIT","2"
"VDC","VDC56061","MYCAT","2"
"VDC","VDC56061","KTBDEPOSIT","2"
"VDP","VFE1615","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC56061","KBANKDEPOSIT","2"
"VDC","VDC56061","GSBDEPOSITONLINE","2"
"VDC","VDC56061","GSBDEPOSIT","2"
"VDC","VDC56061","DTAC","2"
"VDC","VDC58903","AIS","2"
"VDC","VDC68355","AIS","2"
"VDC","VDC68355","BAYDEPOSIT","2"
"VDC","VDC68355","KTBDEPOSIT","2"
"VDC","VDC68355","MYCAT","2"
"VDC","VDC68355","PEA","2"
"VDC","VDC68355","SCBDEPOSIT","2"
"VDC","VDC68355","TMNTOPUP","2"
"VDC","VDC45670","TRUEPROSERM","2"
"VDC","VDC45670","TRUE","2"
"VDC","VDC45670","TMNTOPUP","2"
"VDC","VDC45670","SCBDEPOSIT","2"
"VDC","VDC45670","MYCAT","2"
"VDC","VDC32772","TRUE","2"
"VDC","VDC32772","TMNTOPUP","2"
"VDC","VDC32772","RABBITLINEPAY","2"
"VDC","VDC32772","MYCAT","2"
"VDC","VDC32772","DTACPROSERM","2"
"VDC","VDC32772","DTAC","2"
"VDC","VDC32772","APLAY","2"
"VDC","VDC32772","AISPROSERM","2"
"VDC","VDC45670","KTBDEPOSIT","2"
"VDC","VDC45670","KBANKDEPOSIT","2"
"VDP","VFE2464","M-150 น้ำผึ้ง 150 มล.","2"
"VDC","VDC45670","GSBDEPOSITONLINE","2"
"VDC","VDC45670","GSBDEPOSIT","2"
"VDC","VDC45670","DTAC","2"
"VDC","VDC45670","AIS","2"
"VDC","VDC45670","AIRPAYWALLET","2"
"VDP","VFE2464","โค้ก-สลิม","2"
"VDC","VDC68355","TRUE","2"
"VDC","VDC64838","AIS","2"
"VDP","VFE2464","เป๊ปซี่ สลิม 245 มล.","2"
"VDP","VFE1002","คาราบาวแดง","2"
"VDP","VFE248","611 HONEY LYCHEE 320ml (ลิ้นจี่)","2"
"VDP","VFE248","611 น้ำเกลือแร่(Six.Eleven)","2"
"VDP","VFE248","611 น้ำวิตามินซี (Six.Eleven)","2"
"VDP","VFE248","611 เอ็มจอย300ml ลิ้นจี่","2"
"VDP","VFE248","611 เอ็มจอย 300ml. องุ่น","2"
"VDP","VFE248","UFC- เฉาก๊วย","2"
"VDP","VFE248","คาราบาวแดง","2"
"VDP","VFE248","เครื่องดื่มกัญชง ตรา คามูซี","2"
"VDP","VFE248","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","2"
"VDP","VFE248","ชเวปส์","2"
"VDP","VFE248","ซีวิท-ออเร้นจ์","2"
"VDC","VDC32772","AISBILL","2"
"VDP","VFE248","เนสกาแฟ ลาเต้","2"
"VDP","VFE248","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE248","บิ๊กกรีนที","2"
"VDP","VFE248","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE248","บิ๊กโคล่า-น้ำดำ","2"
"VDP","VFE248","เบอร์ดี้โรบัสต้า 180 มล.","2"
"VDP","VFE248","แฟนต้า แดง 245 มล.","2"
"VDP","VFE248","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE248","โวลต์ กาแฟอีนและซิงค์ 215 มล.","2"
"VDP","VFE248","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE248","เอ็ม-150","2"
"VDP","VFE248","เอส-โคล่า","2"
"VDP","VFE248","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE248","เอส เพลย์ ครีมโซดา","2"
"VDC","VDC32772","AIS","2"
"VDP","VFE1002","โค้ก-สลิม","2"
"VDP","VFE1002","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","2"
"VDP","VFE1002","น้ำแร่ อุลตร้าแมน ขนาด 500 มล.","2"
"VDC","VDC68517","AIS","2"
"VDC","VDC68517","AISPROSERM","2"
"VDC","VDC68517","DTAC","2"
"VDC","VDC68517","MYCAT","2"
"VDC","VDC68517","TMNTOPUP","2"
"VDP","VFE2486","คาราบาวแดง","2"
"VDC","VDC68517","TRUE","2"
"VDP","VFE1002","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC64838","AISBILL","2"
"VDP","VFE2486","โค้ก-สลิม","2"
"VDC","VDC56061","AISPROSERM","2"
"VDP","VFE1002","ลิปตัน ไอซ์ที","2"
"VDP","VFE1002","เอ็ม-150","2"
"VDC","VDC56061","AIS","2"
"VDP","VFE163","611 น้ำเกลือแร่(Six.Eleven)","2"
"VDP","VFE2486","เป๊ปซี่ สลิม 245 มล.","2"
"VDP","VFE163","611 น้ำวิตามินซี (Six.Eleven)","2"
"VDP","VFE163","611 เอ็มจอย300ml ลิ้นจี่","2"
"VDP","VFE163","611 เอ็มจอย 300ml. องุ่น","2"
"VDP","VFE2486","เอ็ม-150","2"
"VDP","VFE163","UFC- เฉาก๊วย","2"
"VDP","VFE163","คาราบาวแดง","2"
"VDP","VFE163","เครื่องดื่มกัญชง ตรา คามูซี","2"
"VDP","VFE163","โค้ก-ซีโร่ 245ml. (1x12)","2"
"VDP","VFE163","ชเวปส์","2"
"VDP","VFE163","ซีวิท-เลมอน","2"
"VDP","VFE163","ซีวิท-ออเร้นจ์","2"
"VDP","VFE163","น้ำแร่ อุลตร้าแมน ขนาด 500 มล.","2"
"VDP","VFE163","เนสกาแฟ ลาเต้","2"
"VDP","VFE163","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE163","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE163","บิ๊กโคล่า-น้ำดำ","2"
"VDP","VFE163","แฟนต้า แดง 245 มล.","2"
"VDP","VFE163","มิรินด้า รสส้ม 245ml.","2"
"VDP","VFE163","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE163","ลิปตัน ไอซ์ที","2"
"VDP","VFE163","โวลต์ กาแฟอีนและซิงค์ 215 มล.","2"
"VDP","VFE163","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE163","เอ็ม-150","2"
"VDP","VFE163","เอส-โคล่า","2"
"VDP","VFE163","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE163","เอส เพลย์ ครีมโซดา","2"
"VDC","VDC32734","TRUE","2"
"VDC","VDC32734","TMNTOPUP","2"
"VDC","VDC32734","RABBITLINEPAY","2"
"VDC","VDC32734","MYCAT","2"
"VDC","VDC32734","DTACPROSERM","2"
"VDC","VDC32734","DTAC","2"
"VDC","VDC32734","AISPROSERM","2"
"VDC","VDC32734","AISBILL","2"
"VDC","VDC32734","AIS","2"
"VDC","VDC68536","AIS","2"
"VDC","VDC68536","KBANKDEPOSIT","2"
"VDC","VDC68536","KTBDEPOSIT","2"
"VDC","VDC32727","TRUE","2"
"VDC","VDC32727","TMNTOPUP","2"
"VDC","VDC32727","MYCAT","2"
"VDC","VDC32727","DTACPROSERM","2"
"VDC","VDC32727","DTAC","2"
"VDC","VDC32727","AISPROSERM","2"
"VDC","VDC32727","AIS","2"
"VDC","VDC68536","TMNTOPUP","2"
"VDP","VFE2519","611 น้ำวิตามินซี (Six.Eleven)","2"
"VDP","VFE2519","UFC- เฉาก๊วย","2"
"VDP","VFE2519","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","2"
"VDP","VFE2519","โค้ก-ซีโร่ 245ml. (1x12)","2"
"VDP","VFE2519","ชเวปส์","2"
"VDP","VFE2519","ซีวิท-เลมอน","2"
"VDP","VFE2519","ซีวิท-ออเร้นจ์","2"
"VDP","VFE2519","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE2519","บิ๊กกรีนที","2"
"VDP","VFE2519","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE2519","บิ๊กโคล่า-น้ำดำ","2"
"VDC","VDC68536","TRUE","2"
"VDP","VFE2519","แฟนต้า แดง 245 มล.","2"
"VDP","VFE2519","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE2519","โวลต์ กาแฟอีนและซิงค์ 215 มล.","2"
"VDP","VFE2519","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE2519","เอส-โคล่า","2"
"VDP","VFE2519","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE2519","เอส เพลย์ ครีมโซดา","2"
"VDP","VFE2519","เอส เพลย์ สตรอเบอร์รี่ 250 มล. (กระป๋อง)","2"
"VDP","VFE252","M-150 น้ำผึ้ง 150 มล.","2"
"VDP","VFE252","คาราบาวแดง","2"
"VDC","VDC45648","TRUEPROSERM","2"
"VDP","VFE252","โค้ก-สลิม","2"
"VDC","VDC45648","TRUE","2"
"VDC","VDC45648","TMNTOPUP","2"
"VDC","VDC45648","SCBDEPOSIT","2"
"VDC","VDC45648","MYCAT","2"
"VDC","VDC45648","KTBDEPOSIT","2"
"VDC","VDC45648","KBANKDEPOSIT","2"
"VDC","VDC45648","GSBDEPOSITONLINE","2"
"VDC","VDC45648","GSBDEPOSIT","2"
"VDC","VDC45648","DTACPROSERM","2"
"VDC","VDC45648","DTAC","2"
"VDP","VFE252","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC45648","BAACDEPOSIT","2"
"VDC","VDC45648","AISPROSERM","2"
"VDC","VDC45648","AIS","2"
"VDC","VDC45648","AIRPAYWALLET","2"
"VDP","VFE2531","คาราบาวแดง","2"
"VDP","VFE2531","โค้ก-สลิม","2"
"VDP","VFE2531","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE2531","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC64838","AISPROSERM","2"
"VDC","VDC64838","APLAY","2"
"VDP","VFE259","คาราบาวแดง","2"
"VDP","VFE259","โค้ก-สลิม","2"
"VDC","VDC64838","DTAC","2"
"VDC","VDC64838","DTACPROSERM","2"
"VDP","VFE259","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC64838","MYCAT","2"
"VDC","VDC64838","TMNTOPUP","2"
"VDP","VFE263","โค้ก-สลิม","2"
"VDP","VFE263","ซีวิท-เลมอน","2"
"VDP","VFE1044","โค้ก-สลิม","2"
"VDP","VFE263","บิ๊กกรีนที","2"
"VDP","VFE263","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE263","เป๊ปซี่ สลิม 245 มล.","2"
"VDP","VFE263","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE263","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDC","AJT106815","AIS","2"
"VDP","VFS483","นมไวตามิ้ลค์ กล่องสูตรออริจินอล 300 มล.","2"
"VDC","VDC64838","TRUE","2"
"VDP","VFE1669","M-150 น้ำผึ้ง 150 มล.","2"
"VDC","VDC64839","AIS","2"
"VDC","VDC64839","AISBILL","2"
"VDC","VDC64839","AISFIBRE","2"
"VDC","VDC64839","AISPROSERM","2"
"VDP","VFS483","ยูนิฟ น้ำผักผสมผลไม้รวม แครอทม่วง","2"
"VDP","VFS483","ยูนิฟ น้ำผักผสมผลไม้รวมผักใบเขียว","2"
"VDP","VFE280","611 เอ็มจอย 300ml. องุ่น","2"
"VDP","VFE1669","โค้ก-สลิม","2"
"VDC","VDC64839","APLAY","2"
"VDP","VFE280","เนสกาแฟ ลาเต้","2"
"VDP","VFE280","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE280","บิ๊กโคล่า-น้ำดำ","2"
"VDP","VFE280","แฟนต้า แดง 245 มล.","2"
"VDP","VFE280","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE280","เอส-โคล่า","2"
"VDP","VFE280","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE280","เอส เพลย์ ครีมโซดา","2"
"VDC","VDC64839","DTAC","2"
"VDP","VFE1669","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","2"
"VDP","VFE1669","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC32671","TRUE","2"
"VDC","VDC32671","TMNTOPUP","2"
"VDC","VDC32671","MYCAT","2"
"VDC","VDC32671","DTACPROSERM","2"
"VDC","VDC32671","DTAC","2"
"VDC","VDC32671","AISPROSERM","2"
"VDC","VDC32671","AIS","2"
"VDP","VFE1049","611 น้ำเกลือแร่(Six.Eleven)","2"
"VDP","VFE1049","611 น้ำวิตามินซี (Six.Eleven)","2"
"VDP","VFE1049","UFC- เฉาก๊วย","2"
"VDP","VFE1669","เอ็ม-150","2"
"VDP","VFE1049","เครื่องดื่มกัญชง ตรา คามูซี","2"
"VDP","VFE1670","M-150 น้ำผึ้ง 150 มล.","2"
"VDC","VDC32665","TRUE","2"
"VDC","VDC32665","TMNTOPUP","2"
"VDC","VDC32665","MYCAT","2"
"VDC","VDC32665","DTACPROSERM","2"
"VDC","VDC32665","DTAC","2"
"VDC","VDC32665","APLAY","2"
"VDC","VDC32665","AISPROSERM","2"
"VDC","VDC32665","AISBILL","2"
"VDC","VDC32665","AIS","2"
"VDP","VFE1670","UFC- เฉาก๊วย","2"
"VDP","VFE1670","เครื่องดื่มกัญชง ตรา คามูซี","2"
"VDP","VFE1670","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","2"
"VDP","VFE1670","โค้ก-ซีโร่ 245ml. (1x12)","2"
"VDP","VFE1670","ชเวปส์","2"
"VDP","VFE1670","ซีวิท-เลมอน","2"
"VDP","VFE1670","ซีวิท-ออเร้นจ์","2"
"VDP","VFE1670","น้ำดื่มเวนดิ้งพลัส อัลคาไลน์วอเตอร์","2"
"VDP","VFE293","611 เอ็มจอย300ml ลิ้นจี่","2"
"VDP","VFE293","611 เอ็มจอย 300ml. องุ่น","2"
"VDP","VFE293","เครื่องดื่มกัญชง ตรา คามูซี","2"
"VDP","VFE293","ชเวปส์","2"
"VDP","VFE293","ซีวิท-ออเร้นจ์","2"
"VDP","VFE1670","เนสกาแฟ ลาเต้","2"
"VDP","VFE293","เนสกาแฟ ลาเต้","2"
"VDP","VFE293","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE293","บิ๊กกรีนที","2"
"VDP","VFE293","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE293","บิ๊กโคล่า-น้ำดำ","2"
"VDP","VFE293","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE293","ลิปตัน ไอซ์ที","2"
"VDP","VFE293","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE293","เอ็ม-150","2"
"VDP","VFE293","เอส-โคล่า","2"
"VDP","VFE293","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE293","เอส เพลย์ ครีมโซดา","2"
"VDP","VFE1670","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE1670","บิ๊กกรีนที","2"
"VDP","VFE1670","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE1670","เบอร์ดี้แบล็ค น้ำตาลน้อย 180 ml.","2"
"VDP","VFE1670","เบอร์ดี้โรบัสต้า 180 มล.","2"
"VDP","VFE1670","เบอร์ดี้เอสเปรสโซ","2"
"VDC","VDC32650","TRUE","2"
"VDC","VDC32650","TMNTOPUP","2"
"VDC","VDC32650","MYCAT","2"
"VDC","VDC32650","DTACPROSERM","2"
"VDC","VDC32650","DTAC","2"
"VDC","VDC32650","AISPROSERM","2"
"VDC","VDC32650","AIS","2"
"VDP","VFE1670","แฟนต้า แดง 245 มล.","2"
"VDP","VFE312","611 น้ำเกลือแร่(Six.Eleven)","2"
"VDP","VFE312","611 น้ำวิตามินซี (Six.Eleven)","2"
"VDP","VFE312","611 เอ็มจอย300ml ลิ้นจี่","2"
"VDP","VFE312","611 เอ็มจอย 300ml. องุ่น","2"
"VDP","VFE312","UFC- เฉาก๊วย","2"
"VDP","VFE312","คาราบาวแดง","2"
"VDP","VFE312","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","2"
"VDP","VFE312","โค้ก-สลิม","2"
"VDP","VFE312","ชเวปส์","2"
"VDP","VFE312","ซีวิท-ออเร้นจ์","2"
"VDP","VFE312","น้ำดื่มเวนดิ้งพลัส อัลคาไลน์วอเตอร์","2"
"VDP","VFE1670","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE312","บิ๊กกรีนที","2"
"VDP","VFE312","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE312","บิ๊กโคล่า-น้ำดำ","2"
"VDP","VFE312","เบอร์ดี้แบล็ค น้ำตาลน้อย 180 ml.","2"
"VDP","VFE312","เบอร์ดี้โรบัสต้า 180 มล.","2"
"VDP","VFE312","เบอร์ดี้เอสเปรสโซ","2"
"VDP","VFE312","เป๊ปซี่ สลิม 245 มล.","2"
"VDP","VFE312","แฟนต้า แดง 245 มล.","2"
"VDP","VFE312","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE312","โวลต์ กาแฟอีนและซิงค์ 215 มล.","2"
"VDP","VFE312","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","2"
"VDP","VFE312","เอส-โคล่า","2"
"VDP","VFE312","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE312","เอส เพลย์ ครีมโซดา","2"
"VDP","VFE1670","โวลต์ กาแฟอีนและซิงค์ 215 มล.","2"
"VDP","VFE1670","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE1670","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","2"
"VDP","VFE1670","เอ็ม-150","2"
"VDP","VFE1670","เอส-โคล่า","2"
"VDP","VFE1670","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE1670","เอส เพลย์ ครีมโซดา","2"
"VDP","VFE1049","ชเวปส์","2"
"VDC","VDC32614","TRUE","2"
"VDC","VDC32614","TMNTOPUP","2"
"VDC","VDC32614","RABBITLINEPAY","2"
"VDC","VDC32614","MYCAT","2"
"VDC","VDC32614","DTACPROSERM","2"
"VDC","VDC32614","DTAC","2"
"VDC","VDC32614","AISPROSERM","2"
"VDC","VDC32614","AIS","2"
"VDP","VFE1049","ซีวิท-ออเร้นจ์","2"
"VDP","VFE1673","คาราบาวแดง","2"
"VDP","VFE1049","น้ำดื่มเวนดิ้งพลัส อัลคาไลน์วอเตอร์","2"
"VDP","VFE321","คาราบาวแดง","2"
"VDP","VFE321","โค้ก-สลิม","2"
"VDP","VFE1049","เนสกาแฟ ลาเต้","2"
"VDP","VFE1049","เนสกาแฟ เอสเปรสโซ","2"
"VDP","VFE1049","บิ๊กกรีนที","2"
"VDP","VFE1673","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE1049","เบอร์ดี้โรบัสต้า 180 มล.","2"
"VDP","VFE1673","เป๊ปซี่ สลิม 245 มล.","2"
"VDP","VFE1049","แฟนต้า แดง 245 มล.","2"
"VDP","VFE321","เป๊ปซี่ สลิม 245 มล.","2"
"VDP","VFE1049","เมจิกฟาร์ม มะพร้าว","2"
"VDP","VFE1673","เอส-โคล่า","2"
"VDP","VFE1049","สิงห์ เลมอนโซดา 330 มล.","2"
"VDP","VFE1049","อิชิตัน เย็นเย็น จับเลี้ยง 275ml.","2"
"VDP","VFE1049","เอ็ม-150","2"
"VDC","AJT106815","TRUEPROSERM","2"
"VDP","VFE1049","เอส-โคล่า","2"
"VDC","VDC32593","TRUE","2"
"VDC","VDC32593","TMNTOPUP","2"
"VDC","VDC32593","MYCAT","2"
"VDC","VDC32593","DTACPROSERM","2"
"VDC","VDC32593","DTAC","2"
"VDC","VDC32593","APLAY","2"
"VDC","VDC32593","AISPROSERM","2"
"VDC","VDC32593","AISBILL","2"
"VDC","VDC32593","AIS","2"
"VDP","VFE1049","เอส เพลย์ เกรปเบอร์รี่ 250 มล.","2"
"VDP","VFE1049","เอส เพลย์ ครีมโซดา","2"
"VDP","VFE1049","เอส เพลย์ สตรอเบอร์รี่ 250 มล. (กระป๋อง)","2"
"VDC","AJT41599","TRUEPROSERM","2"
"VDC","AJT41599","TRUEPOSTPAID","2"
"VDC","AJT41599","TRUE","2"
"VDC","VDC32567","TRUE","2"
"VDC","VDC32567","TMNTOPUP","2"
"VDC","VDC32567","MYCAT","2"
"VDC","VDC32567","KTBDEPOSIT","2"
"VDC","VDC32567","KBANKDEPOSIT","2"
"VDC","VDC32567","GSBDEPOSITONLINE","2"
"VDC","VDC32567","DTACPROSERM","2"
"VDC","VDC32567","DTAC","2"
"VDC","VDC32567","BAACDEPOSIT","2"
"VDC","VDC32567","AIS","2"
"VDC","VDC32508","TRUEPROSERM","2"
"VDC","VDC32508","TRUE","2"
"VDC","VDC32508","TMNTOPUP","2"
"VDC","VDC32508","PEA","2"
"VDC","VDC32508","KTBDEPOSIT","2"
"VDC","VDC32508","KBANKDEPOSIT","2"
"VDC","VDC32508","GSBDEPOSITONLINE","2"
"VDC","VDC32508","DTACPROSERM","2"
"VDC","VDC32508","DTAC","2"
"VDC","VDC32508","AISPROSERM","2"
"VDC","VDC32508","AIS","2"
"VDC","AJT106815","TRUE","2"
"VDC","AJT106815","TMNTOPUP","2"
"VDC","AJT41599","TMNTOPUP","2"
"VDC","AJT41599","SCBDEPOSIT","2"
"VDC","AJT41599","PEA","2"
"VDC","AJT41599","MYCAT","2"
"VDC","AJT41599","KTBDEPOSIT","2"
"VDP","VFE337","บิ๊กกรีนที น้ำผึ้งผสมมะนาว","2"
"VDP","VFE337","เป๊ปซี่ สลิม 245 มล.","2"
"VDC","VDC64839","DTACPROSERM","2"
"VDC","VDC64839","MYCAT","2"
"VDC","VDC64839","TMNTOPUP","2"
"VDC","VDC64839","TRUE","2"
"VDP","VFE1684","611 น้ำเกลือแร่(Six.Eleven)","2"
"VDP","VFE1684","611 น้ำวิตามินซี (Six.Eleven)","2"
"VDP","VFE1684","M-150 น้ำผึ้ง 150 มล.","2"
"VDP","VFE1684","UFC- เฉาก๊วย","2"
"VDP","VFE1684","คาราบาวแดง","2"
"VDP","VFE1684","เครื่องดื่มเจลลี่รสสตรอเบอร์รี่6.11","2"
"VDP","VFE371","611 น้ำเกลือแร่(Six.Eleven)","2"
"VDP","VFE371","611 เอ็มจอย300ml ลิ้นจี่","2"
"VDP","VFE371","611 เอ็มจอย 300ml. องุ่น","2"
"VDP","VFE1684","ชเวปส์","2"
"VDP","VFE1684","ซีวิท-เลมอน","2"
"VDP","VFE371","ชเวปส์","2"
"VDP","VFE371","ซีวิท-เลมอน","2"
"VDP","VFE371","น้ำดื่ม อุลตร้าแมน ขนาด 500ml.","2"
"VDP","VFE371","น้ำแร่ อุลตร้าแมน ขนาด 500 มล.","2"
